run,mtow_out,q_g_per_ton_km,K,cx,cy,mz_omegaz,generation
mtow_avl,1101.0968002573861,69.19367821911173,27.613300239868057,0.021180022026767664,0.5844524999999999,-29.36679780056204,336.0
mtow_mlp,1088.530123954932,66.61256513161374,28.41619007012081,0.021047362281630438,0.5972953687111536,-40.03296813456563,185.91666666666666
qt_avl,1145.9191442389294,63.600199552878884,31.377057605061186,0.018527083272150555,0.5800958333333334,-22.778304189658183,401.5833333333333
qt_mlp,1168.0360205238737,59.62081418654527,34.17036270723613,0.016267716729392607,0.5536929120620092,-41.65786399390623,198.91666666666666
